old_path	owning_area	recovery_url	git_blob	disposition	destination	review_flags
plans/done/B6-metrics.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/B6-metrics.md	b840cf30dee9ebc7475dd5719b681bd432ce059e	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/B7-domain.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/B7-domain.md	9aa60458e0a9415cd4d945c917f8b8e4fee20ab9	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP1-probe-set.md	paper	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP1-probe-set.md	fffd8a88bc602ba1629e5e9b9dfee78c8b64a341	extracted; superseded by area documents	docs/areas/paper.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP10-appearance-pathway.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP10-appearance-pathway.md	d3212d9b8f1b8d8c9a8898cbb9490eb3191006b3	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP11-headroom-and-currency.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP11-headroom-and-currency.md	a03a69f8b93cfb0aec9577b8da493d355a050a22	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP12-clip-mode-roster.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP12-clip-mode-roster.md	ca7f6fb192484f4ffb0a3d96a7c2082efb0eb3f5	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP13-motivating-headroom.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP13-motivating-headroom.md	dd8e227ef478519f478996d7d211ab6c2cf6801d	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP14-training-stop-rule.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP14-training-stop-rule.md	653f7b82f4a7ba70f0687df5984ed9b52d930bee	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP15-test-cull.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP15-test-cull.md	4d03daafb19659fd4c5a2e75778591e5d6ed0ae0	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP16-ci-signal.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP16-ci-signal.md	9d209b753aea7e9f8da0eb3751afa28f2f47ceaf	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP17-caption-channel.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP17-caption-channel.md	9e957c4dac7e4c885bea0ba5e6439915cdc64b23	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP18-appearance-identity-metric.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP18-appearance-identity-metric.md	cd1ccd0299bf98aa94a5ab05edc362a93237a9ff	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP19-conditioning-architecture.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP19-conditioning-architecture.md	235e92064520778d200ed670aeb1cf83c2c268e3	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion; previously deferred, NOT completed; preserve live next action
plans/done/BP2-region-metrics.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP2-region-metrics.md	a76312d0bbbaeee74bf4890dacb404e2be703d0b	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP20-headroom-real-ladder.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP20-headroom-real-ladder.md	b733b36b6f9bcd4e38cbb8d4233b6c374bfdb99c	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP21-headroom-widen.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP21-headroom-widen.md	214d4ecc919203558047e582a606f6e21468b1cd	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP22-test-boundary.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP22-test-boundary.md	2f5af2d3532e0183f4bb9bece3a1638c1a7fe50b	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP23-first-tier-run.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP23-first-tier-run.md	b8d35ff16c29177a57dcb931e9d2fa5fc6cc8113	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP24-encoder-boundary.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP24-encoder-boundary.md	79be13e7441a037d79ff5999f9721eb672f2b6f5	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP24-findings.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP24-findings.md	8bac68bc1e6c4204177b433f58409df881d892b8	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP24-ladder-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP24-ladder-report.md	a25bb6d1aba580946486afc09b8425a9ce1946f2	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP25-ip-adapter-rescore.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP25-ip-adapter-rescore.md	b55b6e961d8a96120869c1daab3ef3ce1e76208b	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP26-config-plumbing.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP26-config-plumbing.md	c5edcd69fdf8385d020738f0de29c1145bcd5b9a	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP27-metric-invariants.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP27-metric-invariants.md	71008481e69b6e2401f1284584af3a2cfd3c9f7a	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP28-offset-crossover.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP28-offset-crossover.md	36b30e5d6951ef50e26696548454bb5166ca078a	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion; previously deferred, NOT completed; preserve live next action
plans/done/BP29-low-rate-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP29-low-rate-report.md	48afd852c56fb060aec0d1345048aba9fb9e5f4b	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP29-panorama-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP29-panorama-report.md	a74207f90676310f8517c95094d08f8342ab8136	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP29-plate-codec-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP29-plate-codec-report.md	45669da77f02e32827c219658352d5e5ff5f7e87	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP29-plate-rate.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP29-plate-rate.md	249df8e69fc8b21d85defa94aa538ad46abfd95b	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP3-generator-loaders.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP3-generator-loaders.md	ac5461318e127b1f042311ccebdf5173102c91c8	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP30-background-stream.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP30-background-stream.md	5f4454dfd3711bc4b37827fcd4225b5b4a4df402	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP30-findings.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP30-findings.md	05d87ecc6fb04b87b24427817337b929f5a33108	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP31-findings.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP31-findings.md	1fd368602ca20ea31a00eb3e3c36324d6ec6ffc7	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP31-paired-ladder-across-scenes.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP31-paired-ladder-across-scenes.md	1c7350144036aff459c530098a01f2978d922e9a	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP32-rate-budget.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP32-rate-budget.md	2af111e4bee328fc3cb20f638393f800ec190675	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP33-span-amortisation.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP33-span-amortisation.md	784aa6329397a2d57ffd79e0c2d3a5452252495d	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP35-perceptual-bdrate.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP35-perceptual-bdrate.md	8a3ae710f2721d9c0322a876ba644def1a126fe5	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP38-paper-infrastructure.md	paper	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP38-paper-infrastructure.md	0301e0fe2376e468a7589d22cc35afcde8797ab0	extracted; superseded by area documents	docs/areas/paper.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP39-all-off-corner.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP39-all-off-corner.md	77048af0dcdf126ba58d359caef5449e7591ba83	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP4-flagship-candidates.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP4-flagship-candidates.md	d7c7601c9f09f4ce31351d34ce8dbe855b0e6120	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP40-background-honesty.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP40-background-honesty.md	80c9d74baafef70bd32237e950162b28efba15aa	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP43-background-representation.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP43-background-representation.md	7b3a40e1ab11743c6ba4de61d8c5346c6d3fa3f1	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP44-canonical-background-canvas.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP44-canonical-background-canvas.md	36e4a75d182aa1aee6d5fc9cb2fa212e69286b70	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP45-m1-report.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP45-m1-report.md	af733e0882c76279e21f2c53dfdb1720811c11c7	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP45-ultra-low-rate-search.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP45-ultra-low-rate-search.md	b39a8e9ad63c38059dfedd7b4a9266f445fab190	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP47-e1-preflight.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP47-e1-preflight.md	c61adfa3c9050ec1af8100a470b1100e8289cde7	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP47-integration.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP47-integration.md	262ece90c4b838cb8576dd69b053e8c15f52068a	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP48-recovery-validation.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP48-recovery-validation.md	35f5237a83bb5f2032089c5de336f7bb92dceafd	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP49-native-reference-pilot.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP49-native-reference-pilot.md	556795c48848c383a38dce8ebdace3252e23c5b8	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP5-roster-decision.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP5-roster-decision.md	7e316b655c8358592ea28158e86366f3d295f1a0	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP50-handoff-cleanup.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP50-handoff-cleanup.md	905abc8972a31587acf038e5b1d725a0a352ca40	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP51-BP52-integration.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP51-BP52-integration.md	b1d75adfcc5f693013d0e5331721be12c2ad53cb	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	done directory is NOT proof of completion
plans/done/BP51-confirmation-audit.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP51-confirmation-audit.md	464f28156a0438c95f44a85410eeb2d630a517f8	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP52-background-crf-search.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP52-background-crf-search.md	614cecf4405c0c0f97811775d6f9b5eda3ef1a64	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP53-BP54-integration.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-BP54-integration.md	ef0c27de90cf469545cea47aea0521cd9613df81	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP53-background-scale-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-background-scale-report.md	0093320ad0e38529c4bc65a5ce8d9fd4c8977e68	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
